Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
LDLRAD1,0,0,0.130109339,0.210414457,0.24078492,0,0,0.023040163,0,0,0,0.052335091,0,0,0,0,0,0,0,0
LRRC42,5.989835761,4.242017047,3.575131115,3.039469777,2.866274552,3.91703052,3.296104141,3.834811717,4.252727651,11.60390899,11.29812932,11.21383057,6.451866717,7.364646165,7.64226342,7.641986876,7.639003909,6.95937934,6.423624639,6.441672916
HSPB11,1.561969412,1.25262119,2.251546602,2.3502481,1.805609586,1.41168071,0.988166335,1.156261364,1.005694347,1.192900889,0.813905873,0.747169955,1.642385423,1.343907079,2.186643504,2.079622671,2.120443467,2.1142924,1.804014461,1.253665375
DIO1,0,0,0.199101362,0.097572492,0.204702213,9.63E-03,0.017652985,0.048968726,0.027448227,0.011720743,0.02221378,0.01112311,0,0.011190204,0,0,0,0,9.63E-03,0
YIPF1,9.371189916,5.848501536,15.19611622,15.81989302,12.19244477,3.31432222,2.824943243,2.750444183,3.252373472,7.561820688,7.58730045,8.864777719,13.38430358,12.55632912,17.42489457,16.37506373,16.22971134,14.2021058,12.94191505,12.69963025
NDC1,0.832153937,0.749300495,0.968464813,1.128204613,1.215101731,0.9862885,0.828473819,1.195404321,1.048869922,1.6132407,1.405131478,1.415436801,5.77438152,4.981835454,5.05062122,5.344345896,5.504169411,5.43590204,5.711101321,5.373389194
GLIS1,9.15E-03,0,4.542420759,3.056654979,2.275136188,0,0.021901597,0.024301688,0.017027149,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000003847,0.020421722,0,0.367379872,0.090019901,0.165250098,0,0,0,0,0,0,0,0,0,0.013893683,0.014138643,0.03034983,0,0,0.014205403
LRP8,0.206343967,0.196997048,16.62692732,11.52397532,15.46185869,0.12987702,0.123421255,0.132055455,0.086814129,0.538501289,0.382723681,0.399947069,0.812377652,0.564421003,1.619426686,1.96430913,1.708528586,0.6235628,0.360809541,0.507493096
ENSSSCG00000059746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGOH,11.41280192,9.85154767,4.569422203,4.943025029,5.385307072,4.46517787,3.998456292,3.609070389,3.103185775,3.98905514,4.653477102,4.921352735,8.293176449,8.720130679,12.23007848,12.697499,13.08765173,11.5026657,11.50900156,10.73360895
CZIB,7.470437079,8.689263752,9.806146084,9.79869315,8.361881122,5.17352098,5.067727937,5.671446471,6.913797346,12.37352519,12.56203876,13.26708649,5.093726573,4.904994868,7.722807817,7.127315194,8.448520395,8.22711335,8.67106995,8.276305942
ENSSSCG00000059559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPT2,3.285005093,2.730241722,6.580860902,6.329152256,5.26901069,2.10124738,2.892606441,1.937409572,2.962142555,3.968949622,3.887737264,4.202241005,6.303742739,5.281711842,5.997935326,5.323629025,5.713817093,6.50839886,6.146830805,6.264825214
ENSSSCG00000052607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A7,0,0,0.048407854,0.03558445,0.062211998,0.021077,6.44E-03,0,0,0,0,0,0,0,0,0,0,0,0,0
PODN,22.13911075,15.40744506,7.781230408,7.398948279,7.144387131,10.6527649,10.15299804,14.66472477,13.07550168,5.038739113,5.623561301,5.450103793,4.547055361,4.118761234,12.3272537,10.60182225,9.946115851,9.95831146,9.906597694,10.27466549
ECHDC2,3.692897106,2.558515278,13.20800221,12.28505678,13.11055646,2.32019171,2.796216727,1.404449785,2.383986598,0.208725122,0.301895364,0.218933147,0.280542067,0.230742012,0.969210691,0.92884456,0.750261598,0.67318947,0.559797096,0.52915126
ZYG11A,0,0.044306899,0.062119384,0.106548748,0.063866843,0.0811412,0.01652313,0.03666764,0.059946694,0,0,0,0.036542613,0.020947981,0.046984992,0.019125354,0.030790681,0.0723986,0,0.019215661
ZYG11B,3.612684969,2.35586339,1.651489803,1.923661656,2.504784382,5.7102325,4.709336045,5.937721077,5.931276894,3.770144761,3.776930942,4.096887442,4.046777798,4.388797222,3.783213061,3.446136555,3.819097726,3.07215198,3.979098992,3.256748873
ENSSSCG00000047895,0,0,0.065770204,0.131228805,0.079695428,0.17181991,0.086221468,0.207978402,0.104919503,0.034845974,0.028303696,0.05669006,0.0276359,9.51E-03,0,0,0,4.69E-03,0,8.72E-03
COA7,1.428189262,1.145336214,2.141053493,1.049254124,1.467521822,0.80274897,0.854247953,0.315953629,1.254459101,0,0.089579167,0.089709988,2.588982968,2.376612641,2.429130223,2.636755482,2.830012849,3.35683287,3.470332336,3.33910313
Metazoa_SRP_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHISAL2A,0.480447879,1.498369915,0.420150446,0.352972769,0.370259618,0.20906909,0.119738337,0.292291751,0.223414117,0,0.030134746,0.030178755,0,0,0,0.027719181,0.02975082,0,0.052273074,0.027850066
GPX7,2.85687047,4.956773764,6.787904462,5.687738792,6.48036319,2.45410813,2.418099276,3.192873735,2.640248713,0,0.010142784,0,0.023768342,0.102188668,0.073344863,0.018659502,0.030040687,0.11099806,0.079173566,0.037495218
ENSSSCG00000045605,0,0,0,0.045191931,0.023702604,0,0,0,0,0.01628583,0,0,0,0,0,0,0,0,0,0
TUT4,5.355680393,3.142438867,3.528670723,4.042141196,4.094432821,3.13155251,3.028435974,3.608223778,2.734619046,0.900810434,0.850244658,0.956650004,2.520319659,2.894087062,2.167833752,2.109462072,2.173776848,1.75242342,1.809803438,1.746880067
PRPF38A,8.278401679,7.353171343,6.421240322,7.448439572,6.707867414,5.97642392,5.053442339,6.163600635,5.928643618,4.494468491,4.692873737,4.956434972,8.039941105,8.085406709,11.38008064,11.40841786,11.29071169,11.7112097,12.48433111,10.97026462
ORC1,0.163593364,0.184642956,0.681247523,0.981534193,0.598851801,0.18983573,0.179392921,0.09650993,0.095795513,2.476010453,2.866221176,3.34309931,7.622332775,6.051119672,6.807780141,8.217727125,7.88805503,9.35758732,8.353699294,8.996203627
CC2D1B,4.194589717,2.992018636,8.170695214,7.747884122,7.589268414,2.08083614,2.748486821,2.672511361,3.82221029,5.03396112,5.218424627,4.854796446,7.570162103,6.73100142,8.557539934,8.603497384,8.288953223,9.65783632,8.83305226,9.144848179
ZFYVE9,12.61586939,5.313520964,3.776907517,3.486146281,4.613070644,8.67165993,8.25223002,12.83174516,8.800778184,3.259869641,3.19844778,3.507724425,4.905822375,4.730714006,5.524432789,5.368283328,5.52245359,5.89598224,5.498706456,5.463906769
ENSSSCG00000047507,9.38E-03,0.020056115,0.028119177,0.02583789,0.032523961,0.33362774,0.336573781,0.233410804,0.125017951,0.152703815,0.112941443,0.120175531,0.041353766,7.11E-03,0,3.25E-03,3.48E-03,3.51E-03,3.06E-03,6.52E-03
BTF3L4,7.647340577,6.570327538,4.009195741,5.243751833,5.221400691,7.86405814,5.25891339,6.571292176,6.610337608,12.85843366,12.84473615,12.64775458,7.872072217,8.654521088,9.12159899,9.356730992,10.8600114,9.61090383,10.47489702,9.668442783
TXNDC12,32.46172185,26.59065454,16.26649881,17.64863844,16.62008058,13.4485452,14.1641035,15.48937286,20.76273017,73.31917349,75.46553005,75.54861253,30.92865749,31.09763723,39.94635141,39.20551146,42.09239666,38.9000192,37.48390505,39.97892669
ENSSSCG00000003868,0,0,0,0,0,0.05092709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTI12,6.552471924,3.882140234,4.121021097,3.696186437,4.436804166,4.61555647,4.45698746,6.081359361,5.434717649,2.128446966,1.73069325,1.837474624,8.538236828,7.853094616,10.05673714,10.56919777,11.60079149,11.0817344,11.02664844,11.5811969
RAB3B,0,0.100585426,16.03904906,13.69078941,21.03085311,8.19E-03,3.75E-03,8.32E-03,0.097207755,0.049810742,0.047201993,0.085087667,0.038714182,0.042800456,0.021333046,0.021709169,0.027960375,0.06574366,0.04093934,0.065435028
NRDC,8.49398246,6.719143173,7.389070412,6.538313134,7.030877432,7.34754763,6.50214199,8.026659501,7.528488005,2.438063179,2.39618784,2.30052659,10.26353266,8.303254131,11.17569492,11.02966949,11.4503143,11.0066147,11.46482066,10.95668729
ENSSSCG00000058239,0,0.026091445,0.036580861,0.026890468,0,0.06370991,0.218928154,0.145751664,0.03025835,0,0.018366004,0.018392826,0.021519213,0,0.016601113,0,0.018132016,0,0,0
MIR761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL9,17.62094622,12.70651549,11.64032632,13.21404412,13.33954406,17.4630271,12.16347577,15.60715848,16.96526116,13.79656711,13.01469169,14.50228399,18.21180418,20.21165318,20.1119237,19.33582539,20.2952701,21.6745945,22.26257041,21.793857
ENSSSCG00000059473,0,0,0,0.031935632,0.03349968,0,0,0,0.017967696,0.023017307,0.109059081,0.04368734,0.076669882,0.02197543,0.039431595,0.060190222,0.021533927,0.04339976,0.037835748,0.080632573
EPS15,13.4487002,11.71673825,7.738934308,11.41007825,12.83661926,9.67347916,9.250611628,7.453337108,9.875051765,6.435075566,6.344244473,7.327082184,20.71386475,21.95801535,19.20945274,18.67423201,19.51007631,20.4234872,21.91146616,19.84171375
ENSSSCG00000055459,9.31E-03,0,0,0.030763682,0.021513556,0.62560888,0.612240059,0.500235757,0.300011074,0.399107428,0.350189708,0.392785258,0.016412513,0.021168992,0,0,0,0,0,0
U2_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC39A,14.3357418,6.09147447,18.99771484,23.16451628,21.23458514,5.87636277,6.541386755,7.347918847,10.0872623,2.840400126,2.574271225,2.930648854,4.088885731,3.988912132,4.123343202,4.030503412,4.472685686,3.06704494,3.108167307,3.261321742
ENSSSCG00000051941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF11,40.29644626,24.9942648,17.64965444,16.86646171,19.62258761,33.002471,29.58257121,40.86532716,38.76073833,40.96602915,41.23722159,45.15370096,57.91636932,56.13937733,61.70427473,50.72132397,63.40200158,45.7140077,67.50746594,45.78656703
ENSSSCG00000053880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf185,0.028842053,0,0.043238231,0,0.133363654,0.09413063,0.0345028,0.019141898,0.035765082,0,0,0,0,0,0.019622358,0,0,0,0,0
CDKN2C,0.496114658,1.047355559,2.879626445,2.593434955,2.896910009,0.63935634,0.70761753,0.514998691,1.380252581,0.161660013,0.047872924,0.11506281,2.198810153,1.755645744,1.895337658,2.043246662,2.136288006,2.02892068,2.283668971,2.044045839
FAF1,9.84369505,5.77070133,4.065115641,4.078855965,4.095575539,4.53904764,4.976254666,5.565365837,5.002865796,5.198357898,4.449383477,5.04270499,8.820693677,8.410176113,9.354316672,9.363938463,9.256040146,9.76212314,10.00940951,9.890034399
U6_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000049732,7.81E-03,0,0.011714518,0.043056514,0,0.26012833,0.275761018,0.305980345,0.188951505,0.062065157,0.111747748,0.082460696,0.020673697,0.011851156,0,0,0,0,0,0
ENSSSCG00000045126,0.255850552,0.24812383,0.169477972,0.098354751,0.213221465,0.18253685,0.27403549,0.051335772,0.040580151,0.056710611,0.031348621,0.05830389,0.052472543,0.013535902,0.036432203,0.04943272,0.039791868,0.01336618,0.015536776,0.024833067
DMRTA2,0.074885231,0.08007227,0.318079442,0.165048793,0.41840248,0.05702664,0.141839343,0.024849921,0.11607515,1.209399912,1.596968489,1.175956392,0.033020253,0.028393193,0.084912172,0.095050186,0.074194007,0.10280296,8.15E-03,8.68E-03
ENSSSCG00000048380,9.76E-03,0.010431559,0.014625308,0,0.011277545,0.03183963,0.023341106,0.012949473,6.05E-03,7.75E-03,0.029371474,0.051475144,0.017207091,0,6.64E-03,0.013508546,0.014498636,7.31E-03,0,6.79E-03
ENSSSCG00000054268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAVL4,0,0,0.01299981,0.019112233,0.030072383,0,0.010373455,5.76E-03,0.209682861,6.89E-03,0.019580285,6.54E-03,7.65E-03,0,5.90E-03,0,6.44E-03,0,0,0
ENSSSCG00000052381,0,0,0.014695984,0.010802968,0.011332044,6.40E-03,0.017590426,0.013012051,0,0,0,0,0.017290244,0.022301097,6.67E-03,0,0.014568701,0,0,0.027275838
ENSSSCG00000049367,0,0,7.31E-03,0,5.63E-03,6.36E-03,5.83E-03,3.23E-03,3.02E-03,0,0,0,0,3.70E-03,0,0,0,0,0,0
BEND5,0.256007884,0.684351644,2.439815949,1.853955528,1.268317199,0.35808107,0.229690368,0.315542231,0.328795883,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000031300,0.112143854,1.638792789,0.336238335,0.082389221,0.604969645,0.58559892,0.715488048,0.496184344,1.228381195,0,0,0,0,0,0,0,0,0,0,0
SPATA6,0.688192943,1.185892771,0.562743562,0.589167631,0.71664268,1.6186246,2.027539331,1.596702669,1.851344396,0,0,0,0,0,3.87E-03,0,0,0,0,0
ENSSSCG00000003882,0.105960647,0.113300171,0.026474947,0.048654111,0.020414779,0.0806912,0.063378621,0.011720663,0.076646876,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050295,9.14E-03,0.039105808,0.013706831,0.030227536,0.02113862,0.08355225,0.060157001,0.01820436,0.045351156,0,0,0,0,0,0,0,0,0,0,0
TRABD2B,0.520767705,0.517763014,1.054633758,0.599062776,0.654805329,0.35781228,0.674892077,0.403227064,0.705247586,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000035459,0,0,0,0,0,7.25E-03,0,7.37E-03,0,0,0,0,0,0,0,0,0,0,0,0
FOXD2,0.209129661,0.134169206,0.344865757,0.368741312,0.338450372,0.12285503,0.162613714,0.097156646,0.401957739,0.19932513,0.204626316,0.220688624,0.147543415,0.095151345,0.170734743,0.260617456,0.170939422,0.09395825,0.109216593,0.174565364
ENSSSCG00000060736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059485,0,0,0.01222958,0.017979846,0.037720819,0,0,5.41E-03,0,0.019438208,0.018420166,0.030745112,0,0,5.55E-03,0,0,0,5.33E-03,0
FOXE3,0,0,0.046642469,0,0,0.04061669,0,0,0,0.123559162,0.070252782,0.093807172,0,0.023593253,0.021167268,0.021540468,0,0,0.020310601,0
ENSSSCG00000053836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPK1,13.30675555,11.38277448,7.663001624,8.009228485,8.872102975,8.40031927,5.799180426,7.790672011,6.534881374,21.86273438,21.63698651,22.6630782,23.49677321,26.43585391,30.94979668,30.95262772,32.25207122,22.0453257,27.12811913,20.73077237
STIL,0.559535824,0.351574189,0.492915838,0.603901277,0.886868297,0.78693208,0.703857128,0.562771812,0.515017187,1.832657593,1.567349554,1.730515579,2.864037951,2.427712165,2.291891401,2.735659847,2.678983826,2.78169842,2.880717054,2.628201521
TAL1,0.47377164,1.454398236,12.85322122,11.50308292,11.27143918,2.61362611,3.747912184,2.130028923,3.989261727,0.01213871,0.023005934,0.011519766,0,0,0,0,0,0,0,0
ENSSSCG00000020872,0.441524048,1.691716318,2.757940396,4.703458177,2.466905069,0.86459042,0.770263546,0.610480737,0.821256246,0.029223908,0.055386716,0,0,0.05580218,0.025032149,0,0,0,0,0
ENSSSCG00000056639,0,0,0,0.023531518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000031778,0.167572459,0.134384714,0,0,0,0.03645996,8.35E-03,0.1575539,0.017316274,0.022182811,0,0,0,0.042357414,9.50E-03,0.03867201,0.041506422,0.01045657,0,9.71E-03
ENSSSCG00000024129,0.035096154,0,0.078920993,0,0,0,0,0.023292621,0.010880093,0,0,0,0,0.026613842,0,0,0.013039575,0,0,0
ENSSSCG00000003892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A24,0,0.012328925,0,0,0,0,0.027586551,0.030609629,0.050042655,0,0,0,0.020336839,0,0.015688964,0,0,8.63E-03,7.53E-03,0
ENSSSCG00000062325,0,0,0,0,0.044468601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061684,0.035519493,0.050639739,0.035499093,0.182666841,0.095806477,0,0,0,0,0,0,0,0,0,0,8.20E-03,0,0,0,8.24E-03
ENSSSCG00000003889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000003891,0.01188608,0,0.017818881,0.026197198,0,0,0,0,0.044217377,0,0,0,0,0,0,0,0,0,0,0
CYP4A21,0.295306344,0.505217895,0,0.026034482,0.013654761,0.03855117,0.056522445,0.039197793,0.124504417,0,0,0,0.010417104,0.026872129,0.048217984,0.024534058,0.078996744,8.85E-03,0,0.016433269
CYP4B1,3.475007557,5.639578956,0.211554014,1.846712602,1.814808734,1.99191331,1.804196437,1.100464963,1.039001562,0.042031604,0,0,7.591429448,8.801637331,9.096697609,8.451056079,8.087394026,9.70833781,8.67096652,9.65662706
U6_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB14,16.13138663,10.40576787,19.22691196,20.42096543,20.36680117,7.93177213,8.207459412,9.261637363,6.93341328,9.733945297,9.395759239,10.94843278,25.37209028,25.91525153,30.30145524,27.96200719,28.61368242,26.2654658,27.29238413,26.91894832
SNORA73_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPAF1,5.827450764,4.462510871,4.300071866,4.399206481,4.743739044,3.97231266,3.677614719,4.868035006,5.755020119,7.073070522,7.201651348,7.627749432,9.589010665,9.351402187,9.429668098,8.542593874,9.41763584,9.72015286,9.722312098,9.427630713
ENSSSCG00000053739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOB3C,6.565267167,3.225414745,4.719717346,6.10086555,4.553601077,5.38069009,5.000362326,6.867275639,4.664655813,6.019896225,6.635669047,6.148581843,3.460491662,3.348488713,4.432112633,4.352308612,4.377464928,4.52888291,4.375191802,4.778406917
MKNK1,11.45086569,6.527187674,9.680436657,10.07917294,8.604651602,3.24588496,4.737896065,4.430294743,4.312614898,4.139345733,5.063377577,5.469860652,16.62619475,20.42905225,22.44614305,23.37376681,21.02147698,20.0640604,19.53168856,20.09005536
KNCN,0,0,0.065446677,0.024054816,0.100931603,0.09973525,0.052224468,0,0.081202644,0,0,0,0.01924997,0.033105023,0.059401973,0.045336968,0.048659878,0.1634496,0.113995799,0.106285763
TMEM275,0,0,0,0,0,0.03637649,0,0,0,0,0,0,0,0,0,0.038583476,0,0.04173054,0.036380527,0
DMBX1,0,0.013904287,0,0,0,8.49E-03,0,0,0,0,9.79E-03,0.019603294,0.263757499,0.098607698,0.088468323,0.108033732,0.086963937,0.09737126,0.127331846,0.108543848
FAAH,1.162667328,0.660800659,2.276891033,2.874206832,2.361122001,0.25297,0.858323969,0.201599443,0.428626969,0.141431643,0.268048824,0.134220141,0.369493406,0.254173645,0.114019071,0.174044015,0.101183513,0.0784333,0.08205343,0.109291138
NSUN4,3.185135441,1.978808854,3.658591375,3.550681971,3.630823048,2.37260739,2.610742552,2.779401789,2.537115326,2.037926789,2.136522089,2.100739668,3.114539779,3.080660253,3.305632713,3.731443728,3.155735191,3.37328769,2.955258906,3.020790816
ENSSSCG00000045959,0.074306143,0,0.148526933,0.068238529,0.100212717,0.02425099,0.066667499,0.065754018,0.023035508,9.84E-03,9.32E-03,0,0.065529813,0.018782419,0.050553327,0.042870528,0.018405066,0.04636727,0.040422808,0.025843773
ENSSSCG00000003903,121.1241809,135.299487,61.03594006,64.93953228,56.60148343,95.1466792,62.7715583,129.3456492,99.91051342,202.4509901,227.814435,206.9880015,95.81035571,94.20611374,161.0933399,152.1392633,143.6650355,151.230593,159.8543718,159.4533974
LRRC41,12.05574325,7.990531711,24.60311102,20.59945726,21.42934055,4.92496702,6.130537865,5.548748051,6.89879081,7.370144718,8.234922431,8.32475007,8.265158891,8.789799171,10.89852914,9.675761921,9.035045616,9.33654285,8.449513221,8.608580207
RAD54L,0.320879124,0.251967956,1.165024187,1.033211606,1.002672073,0.18653965,0.287892868,0.249563801,0.245579239,0.171236019,0.154720495,0.128492176,1.64039943,1.24324663,1.197274219,1.398884626,1.266701596,1.42288143,1.296103493,1.367126671
LURAP1,0.155776616,0.191804101,0.990736392,0.723084923,1.26598231,0.46218345,0.383994865,0.266296888,0.324873564,7.50E-03,0.024870749,0.010674459,0.012488889,0.010738846,0.019269241,6.54E-03,0.024553888,7.07E-03,0.01848939,6.57E-03
POMGNT1,22.65189069,13.73238989,32.42716476,30.56809869,27.47107332,11.7360783,13.67587695,12.78528043,17.85035978,29.83070482,33.07110603,34.33136723,22.66972209,22.21534094,28.84737676,28.23579517,28.41168741,30.7735891,27.83172003,29.40315412
TSPAN1,514.943165,303.0941688,448.1261779,486.6534011,342.6060097,156.406433,108.7927868,192.3030269,222.1833974,60.45331187,59.04770218,65.40618893,95.67305954,88.34122748,144.8547821,124.7084073,133.1565766,158.951624,150.1944085,161.3803354
P3R3URF,0.2876027,0.430533511,0.086231256,0.063388304,0.066492748,0.11263646,0.206429798,0,0.213982015,0,0,0,0,0,0.039133436,0.079646796,0.085484399,0.08614319,0,0.080022875
PIK3R3,1.487559649,0.830909256,4.967703664,2.948307749,3.670176508,0.87677824,1.118839214,0.957793273,0.736472334,0.136667883,0.292442263,0.167353911,1.165012978,0.736589787,2.465913295,1.667802755,2.070509484,2.00333993,2.058121157,2.054056699
MAST2,3.422903208,1.916202365,15.3458735,14.534943,21.28053838,0.98931935,1.804867347,0.96310846,1.456729948,2.096648381,1.948698363,2.396024056,11.02223863,10.05762684,7.472003749,7.571847895,7.216229269,5.38833821,4.706555155,5.184961329
IPP,2.776619467,2.059107858,2.782484487,3.317597692,3.641138528,2.02350841,1.77091336,1.935256882,2.400296159,0.89716681,0.891377407,0.832667125,3.607183151,3.958272619,4.397606255,3.90670467,4.418592817,3.46151241,3.872054189,3.471716855
TMEM69,3.244794746,2.073092332,1.978053428,2.626211109,3.112802094,1.21278572,0.765053799,1.295677834,0.72626064,1.229796363,1.36806413,1.217832927,4.58323054,4.186027653,5.57843665,5.481038788,5.112402038,4.33517523,4.280378309,4.205113556
ENSSSCG00000054722,6.46E-03,0.027608004,0.087091007,0.113813875,0.089540934,0.35813171,0.216209742,0.454102354,0.232124034,0.220456384,0.165184946,0.21408094,0.045540023,0.014684473,0,4.47E-03,9.59E-03,9.67E-03,0,0
GPBP1L1,25.47657974,18.31430757,27.02194008,34.57371045,28.96655675,16.3405079,16.44029958,17.13056942,20.15644974,17.13812197,17.46488577,18.56325561,20.4317399,20.62528834,23.55782076,21.77045309,23.87269446,22.9192192,22.12811254,22.60540841
ENSSSCG00000021448,0,0,1.56317656,3.133870377,1.972411046,0,0,0,0,0,0,0,0,0,0,0,0.070438079,0,0.061880897,0.065937852
NASP,10.80727285,6.334270839,8.674057771,9.581676324,9.572668046,8.52729665,7.649044812,7.95057211,10.8788959,2.190769609,1.863710493,1.781379637,19.50943642,16.17190616,20.58643659,20.86693559,22.82955619,24.0851238,23.22350288,22.99311575
ENSSSCG00000035907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1A1,2.138024569,4.243035146,33.89814151,36.60480389,35.98532201,4.40995925,5.57567388,3.303349359,6.235669265,12.87882353,13.7491684,13.25354545,2.383274007,2.555153254,2.967343918,3.209130154,2.707174145,2.34380665,2.623937865,2.617499208
PRDX1,47.73076967,41.57913557,22.31622622,36.29390587,28.77770277,26.3555156,28.14790042,28.42107436,30.36144309,164.4028053,172.1048519,183.2732095,42.4352762,36.51153015,59.5576556,61.71268042,68.14221237,72.6435409,69.83477625,71.19678331
MMACHC,1.006385635,0.970595001,2.987840304,1.804922362,1.688018879,0.42505291,1.109482074,0.995329061,0.746323567,0.360485056,0.356457695,0.431348736,1.148556594,0.867901213,1.355940561,1.133933817,1.055748957,1.24119939,1.004782035,1.070656247
ENSSSCG00000046843,0.024839482,0,0.111713471,0.410600976,0.086142034,0.04864056,0.044571985,0.049456415,0.06160353,0.07891648,0.093479212,0.149785166,0.021905681,0.056508248,0.050697766,0.103183238,0.055372956,0,0.032430642,0
TESK2,5.424845527,2.864871556,1.987021401,1.857115594,2.112230892,2.31120867,1.91402514,2.117490616,3.633510932,3.669591766,3.377641841,3.482481795,0.935114923,1.328166529,1.571620214,1.586220222,1.554744179,1.54545819,1.501834351,1.468584083
TOE1,2.176030891,1.208371019,3.838909196,4.981504267,3.919105157,1.67147886,1.790539935,1.444188544,2.064758765,1.823832814,1.800702875,1.875828395,2.321906928,2.087709236,2.764573923,3.054695377,3.528722355,4.03303981,3.406114294,3.595970636
MUTYH,0.757036947,1.026944953,4.64124603,5.055387929,4.506223158,0.70802454,0.885343396,0.637411711,0.98778961,0.987188608,0.926981936,1.328627234,2.441307968,2.167758227,2.944191622,2.784887354,3.039378279,3.25739943,2.839788582,2.908072282
HPDL,0.109585951,0.195294312,0.821422584,0.623952463,1.161228392,0.25035584,0.436980245,0.109095033,0.5209122,0.406187765,0.23369803,0.440544604,0.434892186,0.318551397,0.285796227,0.77134528,0.760020958,0.51970302,0.536536349,0.470074349
ZSWIM5,0.155164868,0.171633721,0.264698264,0.40684658,0.692731199,0.2444715,0.486448837,0.245021011,0.587180646,0.025498335,0.016108603,0.024198193,0.042467053,0.020286796,0.043681915,7.41E-03,0.035782594,0.04006484,0.048899728,0.040940136
UROD,16.68415219,13.25542062,21.70632326,21.08600208,19.65476375,13.7367817,12.98341491,12.91030114,17.13441172,26.09462049,28.32374961,27.75570673,9.917082526,8.174435211,20.68491962,15.79145233,20.48063722,28.3251579,26.14916309,27.77831093
HECTD3,8.703327997,5.11572837,21.37992801,16.68826681,19.53506751,2.83503857,4.260157095,2.440814501,4.405696792,3.192022717,3.150098627,3.292677897,6.787496365,5.501969771,9.040315927,8.249204047,8.965109124,9.6759393,9.510926342,9.584626604
EIF2B3,1.065229166,0.876164519,1.441013145,1.139164316,1.173095981,0.59039551,0.608873474,0.713246365,0.791378851,1.191512157,1.288038007,1.373063004,1.653703042,1.345497181,1.764620049,1.773912753,1.758734153,2.3410249,2.314525004,2.229505259
U6_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCH2,0.14208903,0.098755177,1.863847415,1.558008451,2.398085872,0.02318651,0.04249411,0.06601117,0.118931634,5.64E-03,0,0,0.288205719,0.404054422,0.343173644,0.280363046,0.279795248,0.37770864,0.398852216,0.459594371
U5_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTBD19,0.151796836,0.413155967,4.778854054,2.919829162,3.046875628,0.27022535,0.437465779,0.393819601,0.701595756,0.1972912,0.238891319,0.114419224,0.04867929,0.167431846,0.281654253,0.305728111,0.266610526,0.36166467,0.243229811,0.278374359
